"Vintage","Credit Status","Quantity","GSID","Project Name","Project Developer","Country","Project Type","Methodology","Programme of Activities","POA GSID","Product Type","Issuance Date","Monitoring Period Start","Monitoring Period End","Serial Number","Eligible for CORSIA?","Retired for CORSIA?","CORSIA Authorisation","Aeroplane Operator Name"
"2015","Issued","8925","1743","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-051","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074414524-2-2-0-2898 - CN-5-1074423447-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1741","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-049","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074396674-2-2-0-2898 - CN-5-1074405598-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1736","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-044","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074353211-2-2-0-2898 - CN-5-1074361748-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1734","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-042","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074336135-2-2-0-2898 - CN-5-1074344672-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1731","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-039","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074309361-2-2-0-2898 - CN-5-1074318285-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1730","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-038","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074300436-2-2-0-2898 - CN-5-1074309360-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1728","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-037","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074291511-2-2-0-2898 - CN-5-1074300435-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1725","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-034","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074265511-2-2-0-2898 - CN-5-1074274047-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1722","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-031","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074239897-2-2-0-2898 - CN-5-1074248434-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1721","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-030","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074231360-2-2-0-2898 - CN-5-1074239896-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1718","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-027","Chengdu Oasis Science & Technology Co Ltd","China","Biomass, or Liquid Biofuel - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074205746-2-2-0-2898 - CN-5-1074214283-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1703","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-012","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074077680-2-2-0-2898 - CN-5-1074086217-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1694","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-003","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1073997743-2-2-0-2898 - CN-5-1074006667-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","6498","2585","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-073","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074603188-2-2-0-2898 - CN-5-1074609686-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2581","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-069","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074568636-2-2-0-2898 - CN-5-1074577173-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","2577","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-065","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074533664-2-2-0-2898 - CN-5-1074542588-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2570","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-058","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074473900-2-2-0-2898 - CN-5-1074482437-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2569","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-057","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074465362-2-2-0-2898 - CN-5-1074473899-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8167","3601","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-087","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-107471245-2-2-0-2898 - CN-5-1074720411-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8167","3598","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-084","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074688295-2-2-0-2898 - CN-5-1074696462-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","7833","3597","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-083","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074680462-2-2-0-2898 - CN-5-1074688294-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","7813","3594","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-080","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074657626-2-2-0-2898 - CN-5-1074665438-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8167","3592","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-078","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074641646-2-2-0-2898 - CN-5-1074649813-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8167","3591","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-077","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074633479-2-2-0-2898 - CN-5-1074641645-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","7813","3589","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-075","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074617854-2-2-0-2898 - CN-5-1074625666-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8167","3588","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-074","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074609687-2-2-0-2898 - CN-5-1074617853-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8551","2583","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-071","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074585712-2-2-0-2898 - CN-5-1074594262-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2582","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-070","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074577174-2-2-0-2898 - CN-5-1074585711-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2575","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-063","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074516589-2-2-0-2898 - CN-5-1074525125-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2574","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-062","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074508051-2-2-0-2898 - CN-5-1074516588-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2572","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-060","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074490975-2-2-0-2898 - CN-5-1074499512-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","2571","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-059","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074482438-2-2-0-2898 - CN-5-1074490974-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","7300","1744","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-052","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074423448-2-2-0-2898 - CN-5-1074430748-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1740","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-048","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074387749-2-2-0-2898 - CN-5-1074396673-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1735","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-043","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074344673-2-2-0-2898 - CN-5-1074353210-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8925","1732","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-040","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074318286-2-2-0-2898 - CN-5-1074327210-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1724","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-033","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074256973-2-2-0-2898 - CN-5-1074265510-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1720","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-029","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074222822-2-2-0-2898 - CN-5-1074231359-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1719","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-028","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074214284-2-2-0-2898 - CN-5-1074222821-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1711","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-020","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074145982-2-2-0-2898 - CN-5-1074154519-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1709","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-018","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074128907-2-2-0-2898 - CN-5-1074137443-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1706","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-015","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074103293-2-2-0-2898 - CN-5-1074111830-2-2-0-2898","No","No","Not Applicable",
"2015","Issued","8538","1705","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-014","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","CER","2018-05-09T00:00","2015-01-01","2015-12-31","CN-5-1074094756-2-2-0-2898 - CN-5-1074103292-2-2-0-2898","No","No","Not Applicable",
