Vintage,Credit Status,Quantity,GSID,Project Name,Project Developer,Country,Product Type,Project Type,Methodology,Programme of Activities,POA GSID,Issuance Date,Retirement Date,Monitoring Period Start,Monitoring Period End,Serial Number,Note,Eligible for CORSIA?,Retired for CORSIA?,CORSIA Authorisation,Aeroplane Operator Name
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422775-422776,Retired by Auvray Vincent,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422774-422774,Retired by Alex Sin,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/21/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422773-422773,Retired by Aaron Corfield,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422772-422772,Retired by William Holloway,No,No,Not Applicable,
2014,Retired,10,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422762-422771,Retired by Wayne Swinglehurst,No,No,Not Applicable,
2014,Retired,4,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422758-422761,Retired by T. Tillson,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422756-422757,Retired by Susie Black,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422754-422755,Retired by Stefan Lovgren,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422752-422753,Retired by Sophie Zheng,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422751-422751,Retired by Simon Guan,No,No,Not Applicable,
2014,Retired,3,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422748-422750,Retired by servaas,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422747-422747,Retired by scott shannon,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422745-422746,Retired by Sarah Taylor,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422744-422744,Retired by Robert West,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422743-422743,Retired by Rebecca Freeman,No,No,Not Applicable,
2014,Retired,7,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422736-422742,Retired by Randel Fuller,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422734-422735,Retired by Rachael Dickson,No,No,Not Applicable,
2014,Retired,7,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422727-422733,Retired by Pia Mattsson,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422725-422726,Retired by Peter Food,No,No,Not Applicable,
2014,Retired,20,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422705-422724,Retired by Paul Lewis,No,No,Not Applicable,
2014,Retired,3,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422702-422704,Retired by Paul Bloching,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422701-422701,Retired by Nathan Charles ,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422700-422700,Retired by Mr Richard L Ensor,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422698-422699,Retired by Matthew Landy,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422697-422697,Retired by Marisa Dobson & Jamie Sumague,No,No,Not Applicable,
2014,Retired,4,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422693-422696,Retired by Maria Diez Leon,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422692-422692,Retired by Marcel Guldemond,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422691-422691,Retired by Lukas Brandstetter,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422690-422690,Retired by Louis Bosence,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422689-422689,Retired by Lorraine Kahan,No,No,Not Applicable,
2014,Retired,24,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422665-422688,Retired by Laura Rigby,No,No,Not Applicable,
2014,Retired,10,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422655-422664,Retired by Lachlan Maclean,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422654-422654,Retired by Kelsea Jordan,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422653-422653,Retired by Katherine Hall,No,No,Not Applicable,
2014,Retired,3,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422650-422652,Retired by Jorie Heilman,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422649-422649,Retired by Jody Doo,No,No,Not Applicable,
2014,Retired,11,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422638-422648,Retired by Jo Green,No,No,Not Applicable,
2014,Retired,5,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422633-422637,Retired by Jessica Malone,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422632-422632,Retired by Jeremy Beacock,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422631-422631,Retired by Jasmine Spokes,No,No,Not Applicable,
2014,Retired,10,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422621-422630,Retired by Jane ryu,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422620-422620,Retired by Ida Hillestad,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422619-422619,Retired by Iain Dove,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422618-422618,Retired by Hillary Wall,No,No,Not Applicable,
2014,Retired,3,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422615-422617,Retired by Harry Parkes,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422614-422614,Retired by Hana Creger,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422612-422613,Retired by Graham R Smith,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422610-422611,Retired by Giselle Lopez,No,No,Not Applicable,
2014,Retired,5,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422605-422609,Retired by Genise Choy,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422604-422604,Retired by Espen Rostrup,No,No,Not Applicable,
2014,Retired,10,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422594-422603,Retired by Erzo Luttmer,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422592-422593,Retired by Erica Blake,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422591-422591,Retired by Eric OBrien,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422589-422590,Retired by Eric Mark,No,No,Not Applicable,
2014,Retired,4,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422585-422588,Retired by Emily Neisig,No,No,Not Applicable,
2014,Retired,1,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422584-422584,Retired by Eleanor Winter,No,No,Not Applicable,
2014,Retired,2,949,Clean and Efficient Cooking and Heating Project China,Impact Carbon,China,VER,Energy Efficiency - Domestic,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Standalone,,6/9/2016,3/15/2020,3/1/2013,2/28/2015,GS1-1-CN-GS949-16-2014-5070-422582-422583,Retired by Doris Klee,No,No,Not Applicable,
